household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
1,대조,0,9.0,10.0,604.71,311.0,6.0,12.45,0.0,1.0,1,5.58,2.0,2.0,257.08,4.0,9.0,1,1,9.0,2.3978952727983707,6.406401323673961,0.020588381207520958,0,1.0
2,대조,0,1.0,6.0,319.57,124.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.9459101490553132,5.770100661249359,0.0,0,0.0
3,대조,0,26.0,5.0,530.79,302.0,1.0,2.19,0.0,0.0,0,0.0,0.0,0.0,181.68,3.0,26.0,0,1,26.0,1.791759469228055,6.276248674570444,0.0041259255072627595,0,0.0
4,대조,0,5.0,7.0,274.76,68.0,1.0,1.5,0.0,0.0,0,0.0,0.0,0.0,32.3,5.0,5.0,0,1,5.0,2.0794415416798357,5.61953092220861,0.0054593099432231765,0,0.0
6,대조,0,1.0,32.0,918.96,348.0,7.0,13.040000000000001,0.0,0.0,0,0.0,0.0,0.0,528.66,20.0,1.0,0,1,1.0,3.4965075614664802,6.824330190837009,0.01418995386088622,0,0.0
7,대조,0,13.0,5.0,277.36,153.0,0.0,0.0,0.0,0.0,1,2.0,3.0,1.0,191.24,4.0,13.0,1,1,13.0,1.791759469228055,5.628915239976649,0.0,0,0.0
18,대조,0,1.0,21.0,1255.83,11934.0,3.0,4.9399999999999995,0.0,0.0,1,0.0,0.0,0.0,237.5,6.0,1.0,0,1,1.0,3.091042453358316,7.136347956802927,0.003933653440354188,0,0.0
19,대조,0,2.0,33.0,909.31,512.0,13.0,19.38,0.0,0.0,1,5.98,9.0,4.0,474.2,14.0,2.0,1,1,2.0,3.5263605246161616,6.813785200840337,0.02131286359987243,0,0.0
20,대조,0,1.0,69.0,1370.33,99500.0,8.0,9.22,0.0,0.0,1,0.0,0.0,0.0,555.72,33.0,1.0,0,1,1.0,4.248495242049359,7.223536350817483,0.006728306320375385,0,0.0
23,대조,0,4.0,28.0,812.1,75699.0,0.0,0.0,0.0,0.0,0,2.19,1.0,1.0,158.18,8.0,4.0,1,1,4.0,3.367295829986474,6.700854103213792,0.0,0,0.0
