household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
4,대조,0,79.0,1.0,23.5,9.0,0.0,0.0,0.0,1.0,0,6.0,2.0,1.0,42.19,2.0,79.0,1,1,79.0,0.6931471805599453,3.1986731175506815,0.0,0,1.0
16,대조,0,3.0,3.0,29.78,11.0,2.0,6.0,0.0,2.0,1,0.0,0.0,0.0,5.67,1.0,3.0,0,1,3.0,1.3862943611198906,3.426865128410733,0.20147750167897918,0,2.0
26,대조,0,2.0,16.0,242.92000000000002,119.0,2.0,6.25,0.0,1.0,0,0.0,0.0,0.0,58.06,4.0,2.0,0,1,2.0,2.833213344056216,5.496840302679999,0.02572863494154454,0,1.0
29,대조,0,60.0,3.0,30.8,9.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,8.98,1.0,60.0,0,1,60.0,1.3862943611198906,3.459466289786131,0.0,0,5.0
31,대조,0,5.0,16.0,878.69,103244.0,1.0,2.88,0.0,0.0,1,0.0,0.0,0.0,639.26,9.0,5.0,0,1,5.0,2.833213344056216,6.779569572682367,0.0032776064368548632,0,0.0
36,처치,1,2.0,36.0,935.63,437.0,4.0,16.0,0.0,2.0,0,9.0,4.0,2.0,515.46,17.0,2.0,1,1,2.0,3.6109179126442243,6.8422883269859875,0.01710077701655569,0,2.0
38,대조,0,24.0,3.0,108.93,28.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0,0,24.0,1.3862943611198906,4.699843799590773,0.0,0,1.0
39,대조,0,2.0,12.0,687.48,320.0,2.0,7.99,0.0,4.0,1,7.99,2.0,2.0,207.54,2.0,2.0,1,1,2.0,2.5649493574615367,6.53448626909029,0.01162215628090999,0,4.0
45,대조,0,67.0,2.0,19.1,5.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,6.5,1.0,67.0,0,1,67.0,1.0986122886681098,3.0007198150650303,0.0,0,1.0
52,대조,0,15.0,20.0,839.12,59050.0,0.0,0.0,0.0,5.0,1,0.0,0.0,0.0,326.34000000000003,6.0,15.0,0,1,15.0,3.044522437723423,6.733544738777106,0.0,0,5.0
56,대조,0,1.0,29.0,690.9,295.0,3.0,14.99,0.0,1.0,1,4.5,2.0,2.0,382.0,11.0,1.0,1,1,1.0,3.4011973816621555,6.539441436504766,0.02169633810971197,0,1.0
83,대조,0,12.0,18.0,153.7,83.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,49.88,7.0,12.0,0,1,12.0,2.9444389791664403,5.04148775757902,0.0,0,1.0
92,대조,0,6.0,10.0,419.66,223.0,1.0,6.99,0.0,1.0,0,7.76,3.0,3.0,270.93,5.0,6.0,1,1,6.0,2.3978952727983707,6.041824906446931,0.016656340847352617,0,1.0
96,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,2.0
97,대조,0,2.0,37.0,882.53,167971.0,3.0,4.0,0.0,3.0,1,5.67,3.0,3.0,256.74,9.0,2.0,1,1,2.0,3.6375861597263857,6.783925247040649,0.004532423826952059,0,3.0
98,대조,0,3.0,25.0,458.86,325.0,8.0,28.37,0.0,2.0,1,11.0,8.0,3.0,415.89,26.0,3.0,1,1,3.0,3.258096538021482,6.130922095333855,0.0618271368173299,0,2.0
103,대조,0,55.0,1.0,17.97,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,32.589999999999996,1.0,55.0,0,1,55.0,0.6931471805599453,2.9428587839469227,0.0,0,1.0
108,대조,0,4.0,5.0,206.9,14911.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,123.31,3.0,4.0,0,1,4.0,1.791759469228055,5.337057194863967,0.0,0,4.0
112,대조,0,13.0,9.0,140.54,36790.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,6.58,1.0,13.0,0,1,13.0,2.302585092994046,4.952582362647639,0.0,0,1.0
116,대조,0,2.0,14.0,114.14,75.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,18.02,3.0,2.0,0,1,2.0,2.70805020110221,4.7461487792476635,0.0,0,2.0
137,대조,0,77.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,77.0,0,0,77.0,0.6931471805599453,1.0986122886681098,0.0,0,1.0
138,대조,0,3.0,11.0,730.3000000000001,328.0,2.0,9.49,0.0,2.0,0,2.29,1.0,1.0,402.77,9.0,3.0,1,1,3.0,2.4849066497880004,6.594823772276905,0.012994659728878543,0,2.0
140,대조,0,3.0,9.0,151.31,69.0,3.0,7.59,0.0,3.0,0,0.0,0.0,0.0,11.69,2.0,3.0,0,1,3.0,2.302585092994046,5.025917917627413,0.05016191923864913,0,3.0
145,대조,0,5.0,5.0,100.0,41.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,100.31,2.0,5.0,0,1,5.0,1.791759469228055,4.61512051684126,0.0,0,1.0
151,대조,0,33.0,1.0,13.99,5.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,33.52,2.0,33.0,0,1,33.0,0.6931471805599453,2.7073833121145063,0.0,0,1.0
155,대조,0,16.0,7.0,302.46,134.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,26.95,2.0,16.0,0,1,16.0,2.0794415416798357,5.715249806097095,0.0,0,2.0
160,대조,0,15.0,5.0,78.85000000000001,36.0,2.0,4.890000000000001,0.0,1.0,0,2.5,1.0,1.0,87.2,5.0,15.0,1,1,15.0,1.791759469228055,4.380149874661021,0.06201648700063411,0,1.0
179,대조,0,53.0,2.0,75.93,36.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,53.0,1.0986122886681098,4.342895917470844,0.0,0,1.0
180,대조,0,10.0,7.0,159.4,1789.0,1.0,10.98,0.0,2.0,0,0.0,0.0,0.0,53.11,2.0,10.0,0,1,10.0,2.0794415416798357,5.077670695432414,0.06888331242158093,0,2.0
181,대조,0,8.0,4.0,192.84,9490.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,111.35,3.0,8.0,0,1,8.0,1.6094379124341003,5.2670330765082705,0.0,0,2.0
184,대조,0,1.0,37.0,965.89,68824.0,0.0,0.0,4.0,5.0,1,0.0,0.0,0.0,545.58,25.0,1.0,0,1,1.0,3.6375861597263857,6.874084735104858,0.0,1,5.0
185,대조,0,39.0,9.0,262.09000000000003,22893.0,1.0,3.39,0.0,1.0,0,0.0,0.0,0.0,63.63,4.0,39.0,0,1,39.0,2.302585092994046,5.572496178962071,0.012934488152924566,0,1.0
187,대조,0,32.0,4.0,28.83,14.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,30.89,3.0,32.0,0,1,32.0,1.6094379124341003,3.395514598526657,0.0,0,2.0
188,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,5.18,2.0,90.0,0,1,90.0,0.0,0.0,0.0,0,2.0
194,대조,0,25.0,5.0,181.89000000000001,78.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,86.64,3.0,25.0,0,1,25.0,1.791759469228055,5.208884879216485,0.0,0,1.0
195,대조,0,18.0,7.0,351.48,15268.0,2.0,5.29,0.0,2.0,0,2.99,1.0,1.0,212.05,4.0,18.0,1,1,18.0,2.0794415416798357,5.864993883054033,0.015050642995334016,0,2.0
215,대조,0,5.0,27.0,335.51,196.0,1.0,3.0,2.0,1.0,0,0.0,0.0,0.0,99.5,12.0,5.0,0,1,5.0,3.332204510175204,5.818627866325242,0.008941611278352359,1,1.0
216,대조,0,2.0,28.0,795.72,203.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,172.44,10.0,2.0,0,1,2.0,3.367295829986474,6.680503299623384,0.0,0,2.0
217,대조,0,29.0,5.0,271.4,12843.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,56.769999999999996,2.0,29.0,0,1,29.0,1.791759469228055,5.607271574275357,0.0,0,1.0
226,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,1.0
236,대조,0,19.0,6.0,141.44,64.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,19.0,1.9459101490553132,4.958920858409577,0.0,0,2.0
245,대조,0,24.0,8.0,250.84,24717.0,3.0,9.0,0.0,1.0,0,0.0,0.0,0.0,86.79,4.0,24.0,0,1,24.0,2.1972245773362196,5.528793965229038,0.035879445064583,0,1.0
248,대조,0,6.0,14.0,1355.94,650.0,2.0,5.34,0.0,1.0,1,0.0,0.0,0.0,338.0,6.0,6.0,0,1,6.0,2.70805020110221,7.212987443676804,0.003938227355192708,0,1.0
257,대조,0,3.0,16.0,476.32,286.0,4.0,11.59,0.0,3.0,1,2.25,1.0,1.0,228.24,6.0,3.0,1,1,3.0,2.833213344056216,6.168187125501455,0.02433238159220692,0,3.0
266,대조,0,3.0,7.0,394.88,14039.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,110.72,1.0,3.0,0,1,3.0,2.0794415416798357,5.98111113502849,0.0,0,2.0
271,대조,0,38.0,2.0,37.24,9.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0,0,38.0,1.0986122886681098,3.643882088183201,0.0,0,4.0
278,대조,0,22.0,11.0,204.81,56.0,0.0,0.0,0.0,3.0,0,6.87,3.0,3.0,38.910000000000004,3.0,22.0,1,1,22.0,2.4849066497880004,5.326953413084369,0.0,0,3.0
279,대조,0,51.0,3.0,84.33,39.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,268.41,5.0,51.0,0,1,51.0,1.3862943611198906,4.446526092548494,0.0,0,1.0
280,대조,0,3.0,14.0,259.12,14874.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,117.83,10.0,3.0,0,1,3.0,2.70805020110221,5.5611430630009515,0.0,0,1.0
286,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,141.16,6.0,90.0,0,1,90.0,0.0,0.0,0.0,0,1.0
288,대조,0,29.0,9.0,376.22,31928.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,120.12,5.0,29.0,0,1,29.0,2.302585092994046,5.932828571623025,0.0,0,3.0
297,대조,0,2.0,9.0,436.31,209.0,1.0,9.0,0.0,2.0,0,2.69,1.0,1.0,228.09,4.0,2.0,1,1,2.0,2.302585092994046,6.080642325754031,0.020627535467901262,0,2.0
302,대조,0,6.0,20.0,335.09,10462.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,9.07,1.0,6.0,0,1,6.0,3.044522437723423,5.8173789812387415,0.0,0,1.0
312,대조,0,13.0,10.0,401.04,109.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,173.53,2.0,13.0,0,1,13.0,2.3978952727983707,5.9965515861565395,0.0,0,2.0
324,대조,0,7.0,19.0,1233.14,71254.0,4.0,12.809999999999999,0.0,5.0,1,0.0,0.0,0.0,260.09,6.0,7.0,0,1,7.0,2.995732273553991,7.118129650218127,0.010388114893686035,0,5.0
331,대조,0,23.0,13.0,215.28,89.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,195.3,7.0,23.0,0,1,23.0,2.6390573296152584,5.376573864513804,0.0,0,2.0
333,대조,0,3.0,2.0,100.79,49.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,18.48,1.0,3.0,0,1,3.0,1.0986122886681098,4.622911867464248,0.0,0,1.0
336,대조,0,1.0,42.0,1426.68,46417.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,247.22,7.0,1.0,0,1,1.0,3.7612001156935624,7.2638060281518415,0.0,0,2.0
337,대조,0,29.0,6.0,110.7,65.0,1.0,5.6,0.0,1.0,0,0.0,0.0,0.0,63.7,5.0,29.0,0,1,29.0,1.9459101490553132,4.715816706075155,0.050587172538392046,0,1.0
338,대조,0,2.0,23.0,262.4,178.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,127.03,7.0,2.0,0,1,2.0,3.1780538303479458,5.573673789309181,0.0,0,2.0
342,대조,0,4.0,11.0,378.07,195.0,4.0,26.38,0.0,1.0,0,0.0,0.0,0.0,97.83,3.0,4.0,0,1,4.0,2.4849066497880004,5.937720884598035,0.06977543841087629,0,1.0
343,대조,0,11.0,5.0,135.60999999999999,39.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,22.44,1.0,11.0,0,1,11.0,1.791759469228055,4.917130150899395,0.0,0,1.0
348,대조,0,6.0,24.0,402.89,259.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,627.12,14.0,6.0,0,1,6.0,3.2188758248682006,6.001142563659253,0.0,0,1.0
356,대조,0,3.0,29.0,448.11,22466.0,1.0,3.0,0.0,1.0,0,10.0,6.0,6.0,115.0,8.0,3.0,1,1,3.0,3.4011973816621555,6.107267846601526,0.00669478476266988,0,1.0
368,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,8.72,1.0,90.0,0,1,90.0,0.0,0.0,0.0,0,3.0
369,대조,0,12.0,5.0,86.02,7997.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.82,1.0,12.0,0,1,12.0,1.791759469228055,4.466137977292534,0.0,0,0.0
396,대조,0,9.0,17.0,381.23,36961.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,62.47,3.0,9.0,0,1,9.0,2.8903717578961645,5.9460225216613996,0.0,0,3.0
400,대조,0,4.0,49.0,3127.44,172180.0,4.0,26.46,0.0,0.0,1,0.0,0.0,0.0,1084.91,18.0,4.0,0,1,4.0,3.912023005428146,8.04828975673445,0.008460593968229606,0,0.0
403,대조,0,4.0,8.0,152.76,54.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,18.36,2.0,4.0,0,1,4.0,2.1972245773362196,5.035392945221982,0.0,0,1.0
409,처치,1,4.0,28.0,738.9,96528.0,0.0,0.0,0.0,6.0,1,1.6,1.0,1.0,286.69,8.0,4.0,1,1,4.0,3.367295829986474,6.606515041931505,0.0,0,6.0
410,대조,0,4.0,29.0,226.37,144.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,89.34,11.0,4.0,0,1,4.0,3.4011973816621555,5.426578646492048,0.0,0,1.0
430,대조,0,3.0,8.0,300.63,109.0,1.0,2.0,0.0,1.0,0,1.99,1.0,1.0,480.6,17.0,3.0,1,1,3.0,2.1972245773362196,5.70920110068306,0.006652696005056049,0,1.0
