household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
3,대조,0,39.0,3.0,138.07,84.0,2.0,3.46,0.0,3.0,0,0.0,0.0,0.0,61.85,2.0,39.0,0,1,39.0,1.3862943611198906,4.934977403490519,0.025059752299558195,0,3.0
4,대조,0,10.0,2.0,42.19,28.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,99.74000000000001,2.0,10.0,0,1,10.0,1.0986122886681098,3.7656089869726097,0.0,0,1.0
16,대조,0,2.0,4.0,42.43,16.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,20.92,4.0,2.0,0,1,2.0,1.6094379124341003,3.7711504465467307,0.0,0,2.0
26,대조,0,8.0,9.0,98.74000000000001,75.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,243.85,16.0,8.0,0,1,8.0,2.302585092994046,4.602566800117977,0.0,0,1.0
29,대조,0,37.0,1.0,8.98,4.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,93.5,8.0,37.0,0,1,37.0,0.6931471805599453,2.300583090323373,0.0,0,5.0
36,대조,0,1.0,40.0,1196.3700000000001,537.0,0.0,0.0,0.0,3.0,0,2.39,1.0,1.0,697.09,30.0,1.0,1,1,1.0,3.713572066704308,7.087882763893106,0.0,0,3.0
38,대조,0,64.0,3.0,108.93,28.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0,64.0,1.3862943611198906,4.699843799590773,0.0,0,1.0
45,대조,0,28.0,1.0,6.5,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,28.0,0.6931471805599453,2.0149030205422647,0.0,0,1.0
81,대조,0,15.0,8.0,60.260000000000005,25.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,256.55,12.0,15.0,0,1,15.0,2.1972245773362196,4.115127101404629,0.0,0,4.0
83,대조,0,11.0,13.0,74.83,39.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,119.7,12.0,11.0,0,1,11.0,2.6390573296152584,4.328493992712844,0.0,0,1.0
92,대조,0,9.0,11.0,596.72,314.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,156.73,6.0,9.0,0,1,9.0,2.4849066497880004,6.393122416873192,0.0,0,1.0
96,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,2.0
98,대조,0,1.0,51.0,827.46,597.0,1.0,2.79,0.0,2.0,1,0.0,0.0,0.0,593.9,59.0,1.0,0,1,1.0,3.9512437185814275,6.719568555676959,0.003371764194039591,0,2.0
103,대조,0,20.0,1.0,32.589999999999996,9.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,44.379999999999995,9.0,20.0,0,1,20.0,0.6931471805599453,3.5142284036242013,0.0,0,1.0
108,대조,0,24.0,7.0,316.76,14961.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,144.81,6.0,24.0,0,1,24.0,2.0794415416798357,5.761296380856808,0.0,0,4.0
112,대조,0,2.0,9.0,111.42,24068.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,226.36,14.0,2.0,0,1,2.0,2.302585092994046,4.722241857573929,0.0,0,1.0
116,대조,0,21.0,9.0,63.449999999999996,57.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,66.72,9.0,21.0,0,1,21.0,2.302585092994046,4.165889729385197,0.0,0,2.0
137,대조,0,7.0,1.0,9.379999999999999,12.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,34.35,2.0,7.0,0,1,7.0,0.6931471805599453,2.3398808777377424,0.0,0,1.0
138,대조,0,5.0,15.0,836.98,347.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,359.37,12.0,5.0,0,1,5.0,2.772588722239781,6.730994233848828,0.0,0,2.0
140,대조,0,7.0,10.0,79.93,30.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,30.66,2.0,7.0,0,1,7.0,2.3978952727983707,4.393584583507611,0.0,0,3.0
145,대조,0,1.0,7.0,232.09,73.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,74.56,4.0,1.0,0,1,1.0,2.0794415416798357,5.451424645078578,0.0,0,1.0
151,대조,0,20.0,3.0,47.51,20.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,169.27,4.0,20.0,0,1,20.0,1.3862943611198906,3.8817699622571253,0.0,0,1.0
155,대조,0,8.0,8.0,300.51,139.0,1.0,4.5,0.0,2.0,1,1.67,1.0,1.0,82.53,3.0,8.0,1,1,8.0,2.1972245773362196,5.708803183113065,0.01497454327643007,0,2.0
160,대조,0,5.0,10.0,150.84,12334.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,264.37,10.0,5.0,0,1,5.0,2.3978952727983707,5.022827334861618,0.0,0,1.0
179,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,1.0
180,대조,0,9.0,4.0,79.76,31.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,120.64,5.0,9.0,0,1,9.0,1.6094379124341003,4.391481793444637,0.0,0,2.0
181,대조,0,23.0,7.0,304.19,18066.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,23.0,2.0794415416798357,5.720934533473766,0.0,0,2.0
184,대조,0,3.0,52.0,1156.34,103689.0,1.0,3.59,0.0,5.0,1,0.0,0.0,0.0,936.1,31.0,3.0,0,1,3.0,3.970291913552122,7.053879547464204,0.003104623207707076,0,5.0
185,대조,0,22.0,7.0,134.13,21365.0,0.0,0.0,0.0,1.0,0,3.34,2.0,2.0,420.33,8.0,22.0,1,1,22.0,2.0794415416798357,4.9062372780499945,0.0,0,1.0
187,대조,0,8.0,5.0,54.53,23.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,29.99,6.0,8.0,0,1,8.0,1.791759469228055,4.016923415253516,0.0,0,2.0
