household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
2,대조,0,14.0,5.0,137.09,47.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,257.96,3.0,14.0,0,1,14.0,1.791759469228055,4.92790564649726,0.0,0,0.0
4,대조,0,10.0,2.0,44.5,16.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,23.5,1.0,10.0,0,1,10.0,1.0986122886681098,3.817712325956905,0.0,0,1.0
16,대조,0,37.0,17.0,210.18,18635.0,5.0,20.15,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,37.0,0,0,37.0,2.8903717578961645,5.352710850378369,0.09587020648967551,0,2.0
31,대조,0,3.0,5.0,427.91,183.0,1.0,5.99,0.0,0.0,1,6.49,1.0,1.0,623.9,11.0,3.0,1,1,3.0,1.791759469228055,6.061247106709183,0.013998270664392045,0,0.0
37,대조,0,5.0,8.0,478.16,181.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,22.96,2.0,5.0,0,1,5.0,2.1972245773362196,6.17203457086313,0.0,0,1.0
38,대조,0,8.0,4.0,55.93,20.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,8.0,1.6094379124341003,4.0418224429629905,0.0,0,1.0
41,대조,0,3.0,11.0,574.82,279.0,1.0,2.88,0.0,0.0,0,0.0,0.0,0.0,376.53000000000003,7.0,3.0,0,1,3.0,2.4849066497880004,6.355795111857591,0.005010264082669357,0,0.0
45,대조,0,46.0,2.0,37.92,12.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,19.1,2.0,46.0,0,1,46.0,1.0986122886681098,3.6615082573178044,0.0,0,1.0
48,대조,0,3.0,14.0,300.67,125.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,230.36,9.0,3.0,0,1,3.0,2.70805020110221,5.709333704694526,0.0,0,0.0
56,대조,0,1.0,33.0,1295.88,468.0,2.0,5.87,2.0,1.0,1,1.49,1.0,1.0,449.32,16.0,1.0,1,1,1.0,3.5263605246161616,7.167716658833318,0.004529740408062474,1,1.0
79,대조,0,7.0,35.0,742.79,23252.0,0.0,0.0,0.0,0.0,0,8.98,2.0,2.0,509.4,16.0,7.0,1,1,7.0,3.58351893845611,6.611758736926271,0.0,0,0.0
83,대조,0,11.0,8.0,95.37,17.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,148.32,14.0,11.0,0,1,11.0,2.1972245773362196,4.568194949863196,0.0,0,1.0
86,대조,0,5.0,8.0,865.49,322.0,1.0,1.79,0.0,1.0,1,0.0,0.0,0.0,49.42,2.0,5.0,0,1,5.0,2.1972245773362196,6.764450568408167,0.002068192584547482,0,1.0
92,대조,0,1.0,2.0,56.15,37.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,93.87,4.0,1.0,0,1,1.0,1.0986122886681098,4.04567939024082,0.0,0,1.0
