household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
3,대조,0,48.0,2.0,36.18,28.0,1.0,1.0,0.0,3.0,0,0.0,0.0,0.0,39.32,1.0,48.0,0,1,48.0,1.0986122886681098,3.6157709822932977,0.027639579878385848,0,3.0
4,대조,0,7.0,3.0,116.98,44.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,24.950000000000003,1.0,7.0,0,1,7.0,1.3862943611198906,4.770515118574929,0.0,0,1.0
16,대조,0,11.0,4.0,42.43,16.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,15.84,3.0,11.0,0,1,11.0,1.6094379124341003,3.7711504465467307,0.0,0,2.0
26,대조,0,1.0,10.0,121.89,90.0,2.0,8.49,0.0,1.0,0,0.0,0.0,0.0,57.29,6.0,1.0,0,1,1.0,2.3978952727983707,4.811289646296506,0.06965296578882599,0,1.0
29,대조,0,46.0,1.0,8.98,4.0,0.0,0.0,0.0,5.0,0,1.0,1.0,1.0,80.22,6.0,46.0,1,1,46.0,0.6931471805599453,2.300583090323373,0.0,0,5.0
36,대조,0,2.0,41.0,1019.01,445.0,1.0,3.0,0.0,3.0,0,0.0,0.0,0.0,360.14,15.0,2.0,0,1,2.0,3.7376696182833684,6.927567710151827,0.002944033915270704,0,3.0
38,대조,0,73.0,3.0,108.93,28.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,73.0,0,0,73.0,1.3862943611198906,4.699843799590773,0.0,0,1.0
45,대조,0,37.0,1.0,6.5,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,37.0,0.6931471805599453,2.0149030205422647,0.0,0,1.0
52,처치,1,2.0,18.0,714.53,69207.0,4.0,10.48,0.0,5.0,1,1.38,1.0,1.0,298.17,4.0,2.0,1,1,2.0,2.9444389791664403,6.573023526838695,0.014666983891509106,0,5.0
81,대조,0,2.0,10.0,157.05,52.0,0.0,0.0,0.0,4.0,0,8.98,2.0,2.0,118.91,7.0,2.0,1,1,2.0,2.3978952727983707,5.062911438661627,0.0,0,4.0
83,대조,0,2.0,15.0,125.53,48.0,2.0,4.98,0.0,1.0,0,2.5,1.0,1.0,53.44,7.0,2.0,1,1,2.0,2.772588722239781,4.840479434201172,0.03967179160360074,0,1.0
92,대조,0,5.0,11.0,593.24,320.0,3.0,4.6899999999999995,0.0,1.0,0,0.0,0.0,0.0,65.52,3.0,5.0,0,1,5.0,2.4849066497880004,6.387283278164341,0.007905737981255477,0,1.0
96,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,2.0
97,처치,1,2.0,30.0,835.79,161616.0,5.0,11.36,0.0,3.0,1,4.76,3.0,3.0,274.38,11.0,2.0,1,1,2.0,3.4339872044851463,6.729573142952447,0.013591930987449,0,3.0
98,대조,0,1.0,62.0,936.92,652.0,2.0,4.57,0.0,2.0,1,5.38,2.0,2.0,269.92,22.0,1.0,1,1,1.0,4.143134726391533,6.8436646575225275,0.004877684327370534,0,2.0
103,대조,0,1.0,2.0,33.78,10.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,20.240000000000002,5.0,1.0,0,1,1.0,1.0986122886681098,3.549042508926137,0.0,0,1.0
108,대조,0,33.0,7.0,316.76,14961.0,2.0,4.92,0.0,4.0,0,6.17,2.0,2.0,144.81,6.0,33.0,1,1,33.0,2.0794415416798357,5.761296380856808,0.015532264174769541,0,4.0
112,대조,0,2.0,9.0,137.6,24074.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,145.81,9.0,2.0,0,1,2.0,2.302585092994046,4.931592086755803,0.0,0,1.0
116,대조,0,2.0,8.0,51.17,49.0,3.0,9.0,0.0,2.0,0,0.0,0.0,0.0,41.79,5.0,2.0,0,1,2.0,2.1972245773362196,3.9545076170343014,0.17588430721125659,0,2.0
137,대조,0,7.0,2.0,13.36,14.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,30.37,1.0,7.0,0,1,7.0,1.0986122886681098,2.664446563620078,0.0,0,1.0
138,대조,0,6.0,17.0,807.84,354.0,4.0,9.68,0.0,2.0,0,0.0,0.0,0.0,113.61,3.0,6.0,0,1,6.0,2.8903717578961645,6.6956011224675285,0.011982570806100218,0,2.0
140,대조,0,16.0,10.0,79.93,30.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,14.01,1.0,16.0,0,1,16.0,2.3978952727983707,4.393584583507611,0.0,0,3.0
145,대조,0,7.0,8.0,234.59,74.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,50.93,2.0,7.0,0,1,7.0,2.1972245773362196,5.462093006054893,0.0,0,1.0
151,대조,0,5.0,4.0,71.02,29.0,0.0,0.0,0.0,1.0,0,4.52,4.0,1.0,98.58,1.0,5.0,1,1,5.0,1.6094379124341003,4.276943858220729,0.0,0,1.0
155,대조,0,6.0,6.0,223.26,108.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,43.48,2.0,6.0,0,1,6.0,1.9459101490553132,5.412806093032734,0.0,0,2.0
160,대조,0,6.0,11.0,177.25,12345.0,7.0,12.76,0.0,1.0,0,5.0,2.0,2.0,121.53,4.0,6.0,1,1,6.0,2.4849066497880004,5.183187059294405,0.07198871650211565,0,1.0
179,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,1.0
180,대조,0,18.0,3.0,53.45,21.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,120.64,5.0,18.0,0,1,18.0,1.3862943611198906,3.9972828493789696,0.0,0,2.0
181,대조,0,32.0,7.0,304.19,18066.0,1.0,1.99,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,32.0,2.0794415416798357,5.720934533473766,0.006541963904138861,0,2.0
184,대조,0,4.0,52.0,1043.83,85482.0,1.0,6.0,0.0,5.0,1,0.0,0.0,0.0,544.02,15.0,4.0,0,1,4.0,3.970291913552122,6.951609471739341,0.005748062423957924,0,5.0
185,대조,0,31.0,7.0,134.13,21365.0,0.0,0.0,0.0,1.0,0,2.5,1.0,1.0,208.89000000000001,5.0,31.0,1,1,31.0,2.0794415416798357,4.9062372780499945,0.0,0,1.0
187,대조,0,17.0,4.0,51.07,21.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,2.59,1.0,17.0,0,1,17.0,1.6094379124341003,3.952588967174808,0.0,0,2.0
188,대조,0,3.0,3.0,7.18,8.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,7.67,1.0,3.0,0,1,3.0,1.3862943611198906,2.1016921506146558,0.0,0,2.0
194,대조,0,28.0,7.0,218.55,97.0,1.0,1.67,0.0,1.0,0,0.0,0.0,0.0,97.52,3.0,28.0,0,1,28.0,2.0794415416798357,5.391579997007726,0.007641272020132692,0,1.0
195,대조,0,26.0,6.0,280.39,28073.0,1.0,4.0,0.0,2.0,0,0.0,0.0,0.0,35.72,1.0,26.0,0,1,26.0,1.9459101490553132,5.6397416074461475,0.014265844002995827,0,2.0
215,대조,0,7.0,29.0,344.19,18798.0,1.0,2.49,0.0,1.0,0,0.0,0.0,0.0,96.14,7.0,7.0,0,1,7.0,3.4011973816621555,5.844094990075883,0.007234376361893141,0,1.0
216,대조,0,2.0,28.0,824.0699999999999,204.0,4.0,12.26,0.0,2.0,1,0.0,0.0,0.0,122.84,8.0,2.0,0,1,2.0,3.367295829986474,6.7154682312201,0.014877376921863434,0,2.0
217,처치,1,4.0,5.0,213.26,26667.0,6.0,14.05,0.0,1.0,0,6.49,3.0,3.0,153.09,4.0,4.0,1,1,4.0,1.791759469228055,5.367190230834412,0.06588202194504361,0,1.0
226,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,113.26,4.0,90.0,0,1,90.0,0.0,0.0,0.0,0,1.0
236,대조,0,15.0,4.0,99.19,23.0,0.0,0.0,0.0,2.0,0,5.35,3.0,2.0,69.99,2.0,15.0,1,1,15.0,1.6094379124341003,4.607068383271171,0.0,0,2.0
245,대조,0,1.0,9.0,254.03,14110.0,0.0,0.0,0.0,1.0,0,6.99,3.0,2.0,354.93,6.0,1.0,1,1,1.0,2.302585092994046,5.541381185297377,0.0,0,1.0
248,처치,1,1.0,17.0,1235.41,48285.0,12.0,29.81,0.0,1.0,1,13.74,8.0,5.0,668.72,8.0,1.0,1,1,1.0,2.8903717578961645,7.119967298222665,0.02412964117175674,0,1.0
257,대조,0,10.0,14.0,486.72,232.0,1.0,4.99,0.0,3.0,1,0.0,0.0,0.0,143.9,9.0,10.0,0,1,10.0,2.70805020110221,6.189741470692064,0.010252301117685733,0,3.0
265,대조,0,18.0,4.0,82.65,38.0,1.0,1.5,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,18.0,1.6094379124341003,4.426641427432833,0.018148820326678763,0,3.0
266,대조,0,3.0,7.0,508.16,14072.0,5.0,22.450000000000003,0.0,2.0,0,0.0,0.0,0.0,36.7,2.0,3.0,0,1,3.0,2.0794415416798357,6.232762309002234,0.04417899874055416,0,2.0
271,대조,0,7.0,2.0,43.22,11.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,47.62,2.0,7.0,0,1,7.0,1.0986122886681098,3.7891771754293,0.0,0,4.0
278,대조,0,2.0,8.0,146.06,43.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,47.99,4.0,2.0,0,1,2.0,2.1972245773362196,4.990840666768076,0.0,0,3.0
279,대조,0,11.0,7.0,327.89,38673.0,3.0,6.38,0.0,1.0,0,0.0,0.0,0.0,59.25,4.0,11.0,0,1,11.0,2.0794415416798357,5.795723348354558,0.019457744975449085,0,1.0
280,대조,0,7.0,20.0,333.42,21724.0,0.0,0.0,0.0,1.0,0,2.76,2.0,2.0,163.35,5.0,7.0,1,1,7.0,3.044522437723423,5.812397688034523,0.0,0,1.0
286,대조,0,2.0,7.0,248.44,101.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,76.18,3.0,2.0,0,1,2.0,2.0794415416798357,5.519218405309466,0.0,0,1.0
288,대조,0,5.0,11.0,316.67,32029.0,6.0,16.03,0.0,3.0,0,5.38,2.0,2.0,145.92000000000002,4.0,5.0,1,1,5.0,2.4849066497880004,5.761013108110473,0.050620519784002276,0,3.0
297,대조,0,5.0,18.0,1032.78,446.0,12.0,29.45,0.0,2.0,0,12.99,7.0,5.0,611.1800000000001,18.0,5.0,1,1,5.0,2.9444389791664403,6.94097726647304,0.02851526946687581,0,2.0
302,대조,0,2.0,15.0,176.66,48.0,2.0,6.140000000000001,0.0,1.0,1,0.0,0.0,0.0,124.9,10.0,2.0,0,1,2.0,2.772588722239781,5.179871611341555,0.03475602852937847,0,1.0
312,대조,0,20.0,5.0,234.62,71.0,2.0,3.88,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,20.0,1.791759469228055,5.462220337817973,0.016537379592532604,0,2.0
331,대조,0,15.0,13.0,257.92,88.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,15.0,2.6390573296152584,5.55651913367731,0.0,0,2.0
333,대조,0,45.0,3.0,119.27,51.0,1.0,1.5,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0,0,45.0,1.3862943611198906,4.789739215322525,0.012576507084765659,0,1.0
336,대조,0,3.0,26.0,779.12,27955.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,3.0,3.295836866004329,6.659447754004377,0.0,0,2.0
337,대조,0,7.0,8.0,118.65,58.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,7.0,2.1972245773362196,4.784570814354383,0.0,0,1.0
342,대조,0,3.0,10.0,376.48,194.0,4.0,15.870000000000001,0.0,1.0,0,0.0,0.0,0.0,43.57,3.0,3.0,0,1,3.0,2.3978952727983707,5.9335175871531325,0.04215363365915852,0,1.0
343,대조,0,14.0,5.0,141.13,30.0,0.0,0.0,0.0,1.0,0,2.0,1.0,1.0,162.72,6.0,14.0,1,1,14.0,1.791759469228055,4.956742131750921,0.0,0,1.0
348,대조,0,1.0,32.0,1012.2,23324.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,217.8,18.0,1.0,0,1,1.0,3.4965075614664802,6.92086891812752,0.0,0,1.0
356,대조,0,4.0,28.0,419.92,22018.0,1.0,1.88,0.0,1.0,0,0.0,0.0,0.0,136.33,11.0,4.0,0,1,4.0,3.367295829986474,6.042442791872611,0.004477043246332634,0,1.0
368,대조,0,2.0,2.0,24.19,9.0,0.0,0.0,0.0,3.0,0,8.95,3.0,2.0,190.17000000000002,2.0,2.0,1,1,2.0,1.0986122886681098,3.226447090364519,0.0,0,3.0
376,처치,1,1.0,34.0,425.88,263.0,1.0,2.0,0.0,5.0,0,0.0,0.0,0.0,148.36,16.0,1.0,0,1,1.0,3.5553480614894135,6.056502943287204,0.004696158542312388,0,5.0
381,대조,0,1.0,12.0,524.3,200.0,3.0,6.0,0.0,5.0,1,0.0,0.0,0.0,138.92000000000002,6.0,1.0,0,1,1.0,2.5649493574615367,6.263969527959916,0.011443829868395957,0,5.0
396,대조,0,3.0,12.0,232.83,12218.0,3.0,9.14,0.0,3.0,0,8.0,4.0,2.0,232.53,7.0,3.0,1,1,3.0,2.5649493574615367,5.454594355605302,0.0392561096078684,0,3.0
402,대조,0,4.0,10.0,260.3,108.0,2.0,5.08,0.0,2.0,0,0.0,0.0,0.0,94.77,3.0,4.0,0,1,4.0,2.3978952727983707,5.565669172526567,0.01951594314252785,0,2.0
403,대조,0,1.0,11.0,165.81,40.0,1.0,1.99,0.0,1.0,0,0.0,0.0,0.0,14.31,1.0,1.0,0,1,1.0,2.4849066497880004,5.116855440165964,0.012001688679814245,0,1.0
408,대조,0,9.0,4.0,301.93,103.0,1.0,5.0,0.0,4.0,0,0.0,0.0,0.0,257.49,3.0,9.0,0,1,9.0,1.6094379124341003,5.713501755717111,0.01656012983141788,0,4.0
409,처치,1,5.0,25.0,729.7,107626.0,5.0,10.09,0.0,7.0,1,4.68,2.0,2.0,74.74,5.0,5.0,1,1,5.0,3.258096538021482,6.594002978797172,0.013827600383719336,0,6.0
410,대조,0,1.0,32.0,267.92,158.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,44.63,6.0,1.0,0,1,1.0,3.4965075614664802,5.594413937600836,0.0,0,1.0
430,대조,0,3.0,28.0,903.59,346.0,3.0,6.0,0.0,1.0,0,0.0,0.0,0.0,409.43,8.0,3.0,0,1,3.0,3.367295829986474,6.807481802372868,0.006640179727531292,0,1.0
432,대조,0,1.0,39.0,409.46,26356.0,1.0,1.0,0.0,2.0,1,0.0,0.0,0.0,230.66,18.0,1.0,0,1,1.0,3.6888794541139363,6.017278482000962,0.002442241000341914,0,2.0
433,대조,0,16.0,10.0,77.45,47.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,62.33,4.0,16.0,0,1,16.0,2.3978952727983707,4.362461479179042,0.0,0,2.0
436,대조,0,39.0,2.0,253.33,101.0,1.0,4.49,0.0,1.0,0,4.49,1.0,1.0,226.22,3.0,39.0,1,1,39.0,1.0986122886681098,5.538632636370566,0.017723917419966054,0,1.0
439,대조,0,5.0,4.0,27.68,15.0,0.0,0.0,0.0,1.0,0,4.49,1.0,1.0,35.17,1.0,5.0,1,1,5.0,1.6094379124341003,3.3562000157314196,0.0,0,1.0
441,대조,0,4.0,14.0,359.3,138.0,2.0,3.69,0.0,1.0,1,0.0,0.0,0.0,150.62,5.0,4.0,0,1,4.0,2.70805020110221,5.886937017754048,0.010269969384915112,0,1.0
442,대조,0,1.0,67.0,659.65,58602.0,2.0,4.6899999999999995,0.0,2.0,1,1.0,1.0,1.0,324.27,32.0,1.0,1,1,1.0,4.219507705176107,6.493224198860226,0.007109830970969453,0,2.0
447,대조,0,61.0,2.0,14.05,13.0,0.0,0.0,0.0,4.0,0,4.99,3.0,3.0,107.41,4.0,61.0,1,1,61.0,1.0986122886681098,2.711377991194885,0.0,0,4.0
