household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
4,대조,0,35.0,2.0,37.980000000000004,12.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,22.54,1.0,35.0,0,1,35.0,1.0986122886681098,3.6630486940794147,0.0,0,1.0
16,대조,0,7.0,1.0,7.59,3.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,27.86,3.0,7.0,0,1,7.0,0.6931471805599453,2.150598735996164,0.0,0,2.0
29,대조,0,16.0,7.0,76.54,32.0,0.0,0.0,1.0,5.0,0,0.0,0.0,0.0,8.98,1.0,16.0,0,1,16.0,2.0794415416798357,4.350793932242783,0.0,1,5.0
31,대조,0,1.0,16.0,1033.8700000000001,87508.0,6.0,10.83,0.0,0.0,1,6.58,3.0,2.0,662.0600000000001,12.0,1.0,1,1,1.0,2.833213344056216,6.942031093945909,0.010475204812984223,0,0.0
38,대조,0,62.0,1.0,15.75,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,108.93,3.0,62.0,0,1,62.0,0.6931471805599453,2.8183982582710754,0.0,0,1.0
45,대조,0,23.0,2.0,19.1,5.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,6.5,1.0,23.0,0,1,23.0,1.0986122886681098,3.0007198150650303,0.0,0,1.0
56,대조,0,3.0,32.0,905.08,369.0,5.0,9.73,0.0,1.0,1,11.22,4.0,4.0,521.66,18.0,3.0,1,1,3.0,3.4965075614664802,6.8091276023654945,0.010750430901135812,0,1.0
83,대조,0,9.0,18.0,214.25,83.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,51.5,11.0,9.0,0,1,9.0,2.9444389791664403,5.371800143307841,0.0,0,1.0
92,대조,0,1.0,6.0,163.54,84.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,457.63,8.0,1.0,0,1,1.0,1.9459101490553132,5.103153701740784,0.0,0,1.0
96,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,2.0
98,대조,0,9.0,9.0,170.13,121.0,0.0,0.0,0.0,2.0,1,2.79,1.0,1.0,576.15,35.0,9.0,1,1,9.0,2.302585092994046,5.14242350158936,0.0,0,2.0
103,대조,0,11.0,2.0,26.05,8.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,32.589999999999996,1.0,11.0,0,1,11.0,1.0986122886681098,3.2976870052924907,0.0,0,1.0
116,대조,0,3.0,10.0,89.98,49.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,47.95,8.0,3.0,0,1,3.0,2.3978952727983707,4.510639702141858,0.0,0,2.0
137,대조,0,33.0,3.0,11.78,5.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0,0,33.0,1.3862943611198906,2.5478814489493886,0.0,0,1.0
138,대조,0,2.0,9.0,513.27,217.0,1.0,5.69,0.0,2.0,0,0.0,0.0,0.0,633.17,10.0,2.0,0,1,2.0,2.302585092994046,6.242748419366502,0.011085783310927973,0,2.0
145,대조,0,13.0,5.0,182.71,67.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,174.34,6.0,13.0,0,1,13.0,1.791759469228055,5.213358427320846,0.0,0,1.0
151,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,47.51,3.0,90.0,0,1,90.0,0.0,0.0,0.0,0,1.0
160,대조,0,5.0,6.0,136.71,10497.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,117.74000000000001,7.0,5.0,0,1,5.0,1.9459101490553132,4.925150024739034,0.0,0,1.0
179,대조,0,9.0,2.0,75.93,36.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,9.0,1.0986122886681098,4.342895917470844,0.0,0,1.0
