household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
1,대조,0,14.0,10.0,604.71,311.0,1.0,2.0,0.0,1.0,1,0.0,0.0,0.0,257.08,4.0,14.0,0,1,14.0,2.3978952727983707,6.406401323673961,0.0033073704751037684,0,1.0
2,대조,0,6.0,5.0,312.07,118.0,2.0,3.59,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,6.0,1.791759469228055,5.746426807708494,0.011503829269074246,0,0.0
3,대조,0,31.0,4.0,346.62,198.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,181.68,3.0,31.0,0,1,31.0,1.6094379124341003,5.851109929135334,0.0,0,0.0
4,대조,0,10.0,7.0,274.76,68.0,2.0,5.0,0.0,0.0,0,0.0,0.0,0.0,32.3,5.0,10.0,0,1,10.0,2.0794415416798357,5.61953092220861,0.01819769981074392,0,0.0
6,대조,0,3.0,31.0,918.98,361.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,454.47,17.0,3.0,0,1,3.0,3.4657359027997265,6.824351930676353,0.0,0,0.0
7,대조,0,18.0,5.0,277.36,153.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,191.24,4.0,18.0,0,1,18.0,1.791759469228055,5.628915239976649,0.0,0,0.0
16,처치,1,4.0,22.0,376.11,29189.0,1.0,3.0,0.0,0.0,1,3.58,2.0,1.0,108.61,8.0,4.0,1,1,4.0,3.1354942159291497,5.932536922077654,0.007976389885937624,0,0.0
18,대조,0,4.0,20.0,1151.3600000000001,11889.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,216.45000000000002,5.0,4.0,0,1,4.0,3.044522437723423,7.049567292437882,0.0,0,0.0
19,대조,0,3.0,34.0,1077.92,609.0,1.0,2.5,0.0,0.0,1,0.0,0.0,0.0,303.41,12.0,3.0,0,1,3.0,3.5553480614894135,6.983715819784682,0.002319281579337984,0,0.0
20,대조,0,1.0,69.0,1286.48,84896.0,5.0,16.18,0.0,0.0,1,1.55,1.0,1.0,508.04,29.0,1.0,1,1,1.0,4.248495242049359,7.160442098436655,0.01257695416951682,0,0.0
23,대조,0,3.0,27.0,722.23,75676.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,137.01000000000002,7.0,3.0,0,1,3.0,3.332204510175204,6.5837272905184845,0.0,0,0.0
26,대조,0,15.0,9.0,272.37,137.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36.64,2.0,15.0,0,1,15.0,2.302585092994046,5.610826188934837,0.0,0,0.0
28,대조,0,6.0,14.0,212.87,57.0,4.0,10.99,0.0,0.0,0,25.14,8.0,8.0,106.45,7.0,6.0,1,1,6.0,2.70805020110221,5.365368353797646,0.05162775402828017,0,0.0
31,대조,0,19.0,4.0,162.71,52124.0,0.0,0.0,0.0,0.0,1,6.24,1.0,1.0,260.87,1.0,19.0,1,1,19.0,1.6094379124341003,5.09809656986625,0.0,0,0.0
36,대조,0,21.0,13.0,104.42999999999999,35.0,0.0,0.0,0.0,0.0,0,7.38,2.0,1.0,65.94,5.0,21.0,1,1,21.0,2.6390573296152584,4.6580472255888585,0.0,0,0.0
37,대조,0,11.0,10.0,615.0,17526.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,333.21,6.0,11.0,0,1,11.0,2.3978952727983707,6.423246963533519,0.0,0,0.0
38,대조,0,2.0,3.0,32.71,6.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,70.73,5.0,2.0,0,1,2.0,1.3862943611198906,3.5177945292459696,0.0,0,1.0
41,대조,0,2.0,11.0,338.88,166.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,103.68,4.0,2.0,0,1,2.0,2.4849066497880004,5.82859261413534,0.0,0,0.0
42,대조,0,4.0,15.0,301.64,233.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,116.73,5.0,4.0,0,1,4.0,2.772588722239781,5.7125439803247735,0.0,0,0.0
45,대조,0,9.0,13.0,133.67000000000002,54.0,0.0,0.0,0.0,0.0,0,2.99,1.0,1.0,154.83,8.0,9.0,1,1,9.0,2.6390573296152584,4.9028273414619505,0.0,0,0.0
46,대조,0,5.0,19.0,1372.68,473.0,2.0,9.780000000000001,0.0,0.0,1,10.0,4.0,1.0,297.64,7.0,5.0,1,1,5.0,2.995732273553991,7.225248549005547,0.0071247486668415076,0,0.0
47,대조,0,3.0,14.0,262.0,76.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,145.88,6.0,3.0,0,1,3.0,2.70805020110221,5.572154032177765,0.0,0,0.0
48,대조,0,19.0,1.0,13.12,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19.0,0,0,19.0,0.6931471805599453,2.647592232065096,0.0,0,0.0
49,대조,0,4.0,20.0,1210.3700000000001,95955.0,4.0,12.0,0.0,0.0,1,0.0,0.0,0.0,424.97,7.0,4.0,0,1,4.0,3.044522437723423,7.099507229505178,0.009914323719193303,0,0.0
55,대조,0,2.0,22.0,140.82,83.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,35.29,9.0,2.0,0,1,2.0,3.1354942159291497,4.95455864787585,0.0,0,0.0
56,대조,0,1.0,31.0,1305.53,589.0,4.0,6.17,0.0,0.0,1,1.5,1.0,1.0,385.83,11.0,1.0,1,1,1.0,3.4657359027997265,7.1751300468095565,0.0047260499567225575,0,0.0
64,대조,0,2.0,41.0,412.37,213.0,3.0,6.390000000000001,0.0,0.0,0,0.0,0.0,0.0,149.88,15.0,2.0,0,1,2.0,3.7376696182833684,6.024343075673921,0.015495792613429689,0,0.0
67,대조,0,8.0,21.0,933.11,14040.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,208.62,9.0,8.0,0,1,8.0,3.091042453358316,6.839594204313417,0.0,0,0.0
69,대조,0,1.0,27.0,1663.8700000000001,828.0,5.0,18.34,0.0,0.0,0,6.99,1.0,1.0,343.24,7.0,1.0,1,1,1.0,3.332204510175204,7.4175023212882145,0.011022495747864916,0,0.0
71,대조,0,2.0,10.0,305.25,69.0,2.0,6.59,0.0,0.0,1,0.0,0.0,0.0,169.63,4.0,2.0,0,1,2.0,2.3978952727983707,5.724401761858937,0.02158886158886159,0,0.0
72,대조,0,6.0,15.0,919.55,13659.0,4.0,15.0,0.0,0.0,0,0.0,0.0,0.0,419.35,5.0,6.0,0,1,6.0,2.772588722239781,6.824971317503215,0.01631232668152901,0,0.0
73,대조,0,1.0,34.0,709.95,70715.0,4.0,10.67,0.0,0.0,0,11.99,3.0,3.0,304.56,10.0,1.0,1,1,1.0,3.5553480614894135,6.566602103842383,0.015029227410381011,0,0.0
74,대조,0,4.0,17.0,293.15,232.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,118.45,8.0,4.0,0,1,4.0,2.8903717578961645,5.684089841310465,0.0,0,0.0
