household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
3,대조,0,48.0,2.0,36.18,28.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,39.32,1.0,48.0,0,1,48.0,1.0986122886681098,3.6157709822932977,0.0,0,3.0
4,대조,0,7.0,3.0,116.98,44.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,24.950000000000003,1.0,7.0,0,1,7.0,1.3862943611198906,4.770515118574929,0.0,0,1.0
16,대조,0,11.0,4.0,42.43,16.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,15.84,3.0,11.0,0,1,11.0,1.6094379124341003,3.7711504465467307,0.0,0,2.0
26,대조,0,1.0,10.0,121.89,90.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,57.29,6.0,1.0,0,1,1.0,2.3978952727983707,4.811289646296506,0.0,0,1.0
29,대조,0,46.0,1.0,8.98,4.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,80.22,6.0,46.0,0,1,46.0,0.6931471805599453,2.300583090323373,0.0,0,5.0
36,대조,0,2.0,41.0,1019.01,445.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,360.14,15.0,2.0,0,1,2.0,3.7376696182833684,6.927567710151827,0.0,0,3.0
38,대조,0,73.0,3.0,108.93,28.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,73.0,0,0,73.0,1.3862943611198906,4.699843799590773,0.0,0,1.0
45,대조,0,37.0,1.0,6.5,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,37.0,0.6931471805599453,2.0149030205422647,0.0,0,1.0
81,대조,0,2.0,10.0,157.05,52.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,118.91,7.0,2.0,0,1,2.0,2.3978952727983707,5.062911438661627,0.0,0,4.0
83,대조,0,2.0,15.0,125.53,48.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,53.44,7.0,2.0,0,1,2.0,2.772588722239781,4.840479434201172,0.0,0,1.0
92,대조,0,5.0,11.0,593.24,320.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,65.52,3.0,5.0,0,1,5.0,2.4849066497880004,6.387283278164341,0.0,0,1.0
96,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,2.0
98,대조,0,1.0,62.0,936.92,652.0,1.0,3.0,0.0,2.0,1,2.5,1.0,1.0,269.92,22.0,1.0,1,1,1.0,4.143134726391533,6.8436646575225275,0.0032019809588865644,0,2.0
103,대조,0,1.0,2.0,33.78,10.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,20.240000000000002,5.0,1.0,0,1,1.0,1.0986122886681098,3.549042508926137,0.0,0,1.0
108,대조,0,33.0,7.0,316.76,14961.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,144.81,6.0,33.0,0,1,33.0,2.0794415416798357,5.761296380856808,0.0,0,4.0
112,대조,0,2.0,9.0,137.6,24074.0,0.0,0.0,0.0,1.0,0,2.99,1.0,1.0,145.81,9.0,2.0,1,1,2.0,2.302585092994046,4.931592086755803,0.0,0,1.0
116,대조,0,2.0,8.0,51.17,49.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,41.79,5.0,2.0,0,1,2.0,2.1972245773362196,3.9545076170343014,0.0,0,2.0
137,대조,0,7.0,2.0,13.36,14.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,30.37,1.0,7.0,0,1,7.0,1.0986122886681098,2.664446563620078,0.0,0,1.0
138,대조,0,6.0,17.0,807.84,354.0,2.0,7.78,0.0,2.0,0,3.0,2.0,1.0,113.61,3.0,6.0,1,1,6.0,2.8903717578961645,6.6956011224675285,0.009630619924737571,0,2.0
140,대조,0,16.0,10.0,79.93,30.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,14.01,1.0,16.0,0,1,16.0,2.3978952727983707,4.393584583507611,0.0,0,3.0
145,대조,0,7.0,8.0,234.59,74.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,50.93,2.0,7.0,0,1,7.0,2.1972245773362196,5.462093006054893,0.0,0,1.0
151,대조,0,5.0,4.0,71.02,29.0,1.0,2.29,0.0,1.0,0,0.0,0.0,0.0,98.58,1.0,5.0,0,1,5.0,1.6094379124341003,4.276943858220729,0.03224443818642636,0,1.0
155,대조,0,6.0,6.0,223.26,108.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,43.48,2.0,6.0,0,1,6.0,1.9459101490553132,5.412806093032734,0.0,0,2.0
160,대조,0,6.0,11.0,177.25,12345.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,121.53,4.0,6.0,0,1,6.0,2.4849066497880004,5.183187059294405,0.0,0,1.0
179,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,1.0
180,대조,0,18.0,3.0,53.45,21.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,120.64,5.0,18.0,0,1,18.0,1.3862943611198906,3.9972828493789696,0.0,0,2.0
181,대조,0,32.0,7.0,304.19,18066.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,32.0,2.0794415416798357,5.720934533473766,0.0,0,2.0
184,대조,0,4.0,52.0,1043.83,85482.0,1.0,3.49,0.0,5.0,1,0.0,0.0,0.0,544.02,15.0,4.0,0,1,4.0,3.970291913552122,6.951609471739341,0.0033434563099355263,0,5.0
185,대조,0,31.0,7.0,134.13,21365.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,208.89000000000001,5.0,31.0,0,1,31.0,2.0794415416798357,4.9062372780499945,0.0,0,1.0
187,대조,0,17.0,4.0,51.07,21.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,2.59,1.0,17.0,0,1,17.0,1.6094379124341003,3.952588967174808,0.0,0,2.0
