household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
2,대조,0,53.0,3.0,167.45000000000002,60.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,72.78,3.0,53.0,0,1,53.0,1.3862943611198906,5.126638969852562,0.0,0,0.0
7,대조,0,6.0,8.0,489.89,254.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,275.41,3.0,6.0,0,1,6.0,2.1972245773362196,6.196220070108914,0.0,0,0.0
14,대조,0,2.0,32.0,627.97,36371.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,156.74,14.0,2.0,0,1,2.0,3.4965075614664802,6.444083560809433,0.0,0,1.0
26,대조,0,33.0,9.0,231.49,117.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34.47,3.0,33.0,0,1,33.0,2.302585092994046,5.448847213349734,0.0,0,0.0
31,대조,0,21.0,2.0,295.87,16988.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,135.69,1.0,21.0,0,1,21.0,1.0986122886681098,5.693294332541813,0.0,0,0.0
36,대조,0,18.0,12.0,115.87,39.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,427.4,18.0,18.0,0,1,18.0,2.5649493574615367,4.761062205945065,0.0,0,0.0
38,대조,0,29.0,6.0,75.69,29.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,40.18,3.0,29.0,0,1,29.0,1.9459101490553132,4.339771321776768,0.0,0,1.0
41,대조,0,1.0,11.0,375.3,177.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,136.68,4.0,1.0,0,1,1.0,2.4849066497880004,5.930386697599392,0.0,0,0.0
48,대조,0,66.0,1.0,13.12,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,57.7,4.0,66.0,0,1,66.0,0.6931471805599453,2.647592232065096,0.0,0,0.0
49,처치,1,3.0,20.0,1297.28,105341.0,1.0,4.39,0.0,0.0,1,0.0,0.0,0.0,329.39,10.0,3.0,0,1,3.0,3.044522437723423,7.168795590487482,0.0033840034533793783,0,0.0
71,대조,0,3.0,13.0,484.07,114.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,291.22,7.0,3.0,0,1,3.0,2.6390573296152584,6.184293210419833,0.0,0,0.0
77,대조,0,3.0,9.0,576.62,281.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,243.86,4.0,3.0,0,1,3.0,2.302585092994046,6.35891621301793,0.0,0,0.0
79,대조,0,2.0,30.0,836.83,24668.0,2.0,5.68,0.0,0.0,0,0.0,0.0,0.0,243.71,13.0,2.0,0,1,2.0,3.4339872044851463,6.730815215940592,0.00678751956789312,0,0.0
80,대조,0,8.0,14.0,330.57,2229.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,155.69,5.0,8.0,0,1,8.0,2.70805020110221,5.803838948722121,0.0,0,0.0
83,대조,0,19.0,15.0,147.22,82.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,24.05,2.0,19.0,0,1,19.0,2.772588722239781,4.998697656523213,0.0,0,1.0
91,대조,0,3.0,20.0,321.17,34577.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,201.72,10.0,3.0,0,1,3.0,3.044522437723423,5.775079356538235,0.0,0,0.0
96,대조,0,4.0,8.0,237.95000000000002,91.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,19.4,1.0,4.0,0,1,4.0,2.1972245773362196,5.4762543250241675,0.0,0,2.0
111,대조,0,3.0,6.0,197.03,85.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,126.22999999999999,6.0,3.0,0,1,3.0,1.9459101490553132,5.288418534368789,0.0,0,0.0
112,대조,0,1.0,21.0,244.04000000000002,20867.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,215.11,3.0,1.0,0,1,1.0,3.091042453358316,5.50142146252452,0.0,0,0.0
127,대조,0,5.0,35.0,861.73,33454.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,424.07,19.0,5.0,0,1,5.0,3.58351893845611,6.7601017800229455,0.0,0,0.0
138,대조,0,27.0,4.0,340.04,206.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,289.79,5.0,27.0,0,1,27.0,1.6094379124341003,5.831999772456955,0.0,0,1.0
139,대조,0,3.0,19.0,604.97,27727.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,213.87,8.0,3.0,0,1,3.0,2.995732273553991,6.406830479893409,0.0,0,0.0
140,대조,0,12.0,17.0,309.9,178.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,57.88,4.0,12.0,0,1,12.0,2.8903717578961645,5.739471317064708,0.0,0,2.0
145,대조,0,9.0,7.0,181.36,89.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,33.66,2.0,9.0,0,1,9.0,2.0794415416798357,5.205982755345241,0.0,0,1.0
161,대조,0,4.0,10.0,123.08,60.0,1.0,2.5,0.0,0.0,1,0.0,0.0,0.0,321.45,13.0,4.0,0,1,4.0,2.3978952727983707,4.8209265188682835,0.020311992200194997,0,0.0
162,대조,0,9.0,9.0,382.89,132.0,1.0,4.39,0.0,1.0,0,0.0,0.0,0.0,103.01,3.0,9.0,0,1,9.0,2.302585092994046,5.950356053217368,0.011465433936639766,0,1.0
