household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c
2,대조,0,14.0,5.0,137.09,47.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,257.96,3.0,14.0,0,1,14.0,1.791759469228055,4.92790564649726,0.0,0,0.0
4,대조,0,10.0,2.0,44.5,16.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,23.5,1.0,10.0,0,1,10.0,1.0986122886681098,3.817712325956905,0.0,0,1.0
16,대조,0,37.0,17.0,210.18,18635.0,1.0,0.59,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,37.0,0,0,37.0,2.8903717578961645,5.352710850378369,0.002807117708630697,0,2.0
29,처치,1,17.0,6.0,60.77,30.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,7.32,2.0,17.0,0,1,17.0,1.9459101490553132,4.123417809707808,0.0,1,4.0
31,대조,0,3.0,5.0,427.91,183.0,4.0,9.23,0.0,0.0,1,4.54,3.0,2.0,417.43,7.0,3.0,1,1,3.0,1.791759469228055,6.061247106709183,0.021569956299221798,0,0.0
37,대조,0,5.0,8.0,478.16,181.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,22.96,2.0,5.0,0,1,5.0,2.1972245773362196,6.17203457086313,0.0,0,1.0
38,대조,0,8.0,4.0,55.93,20.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,8.0,1.6094379124341003,4.0418224429629905,0.0,0,1.0
41,대조,0,3.0,11.0,574.82,279.0,3.0,7.34,0.0,0.0,0,0.79,1.0,1.0,241.01,4.0,3.0,1,1,3.0,2.4849066497880004,6.355795111857591,0.012769214710692041,0,0.0
45,대조,0,46.0,2.0,37.92,12.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,19.1,2.0,46.0,0,1,46.0,1.0986122886681098,3.6615082573178044,0.0,0,1.0
48,대조,0,3.0,14.0,300.67,125.0,0.0,0.0,0.0,0.0,1,0.79,1.0,1.0,176.03,7.0,3.0,1,1,3.0,2.70805020110221,5.709333704694526,0.0,0,0.0
56,대조,0,1.0,33.0,1295.88,468.0,10.0,27.939999999999998,2.0,1.0,1,7.550000000000001,5.0,3.0,347.37,10.0,1.0,1,1,1.0,3.5263605246161616,7.167716658833318,0.02156063833070963,1,1.0
68,처치,1,1.0,115.0,780.5,35658.0,5.0,7.38,0.0,4.0,0,4.9,5.0,5.0,589.01,71.0,1.0,1,1,1.0,4.7535901911063645,6.6612151498615315,0.009455477258167842,0,4.0
79,대조,0,7.0,35.0,742.79,23252.0,4.0,6.36,0.0,0.0,0,0.0,0.0,0.0,305.89,8.0,7.0,0,1,7.0,3.58351893845611,6.611758736926271,0.008562312362848181,0,0.0
